industry,company_name,career_url,ats_type,status,notes
"Research, Nonprofit & Universities",NC State University Foundation,https://jobs.ncsu.edu/postings/search,unknown,manual_only,count for future connector decision
"Research, Nonprofit & Universities",NIEHS / NIH,https://www.usajobs.gov/search/results/?l=North+Carolina&p=1&r=25,usajobs,future_connector,USAJobs; unsupported until USAJobs connector/API handling exists.
"Research, Nonprofit & Universities",Research Triangle Foundation,https://www.rtp.org/the-foundation/employment/,unknown,manual_only,manual tracking or later custom handling
"Research, Nonprofit & Universities",RTI International,https://careers.rti.org/careers-home,unknown,manual_only,can test for company_config.csv
"Research, Nonprofit & Universities",UNC System Office,https://northcarolina.csod.com/ux/ats/careersite/4/home?c=northcarolina,unknown,manual_only,count for future connector decision
"Research, Nonprofit & Universities",UNC-Chapel Hill,https://northcarolina.csod.com/ux/ats/careersite/4/home?c=northcarolina,unknown,manual_only,PeopleAdmin; count for future connector decision.
"Research, Nonprofit & Universities",Wake Tech,https://www.governmentjobs.com/jobs?keyword=&location=,neogov,future_connector,count for future connector decision
"Research, Nonprofit & Universities",Wayne Community College,https://www.governmentjobs.com/jobs?keyword=&location=,neogov,future_connector,count for future connector decision
Retail / Restaurant / Consumer Corporate,Bojangles corporate,https://www.bojangles.com/positions/,unknown,manual_only,Not a direct Workday URL. Keep out of company_config.csv until a working Workday endpoint is confirmed.
Retail / Restaurant / Consumer Corporate,Food Lion / Ahold Delhaize,https://foodlion.careerswithus.com/search-page,unknown,manual_only,count for future connector decision
Retail / Restaurant / Consumer Corporate,Sheetz,https://jobs.sheetz.com/jobs,unknown,manual_only,can test for company_config.csv
Technology & Enterprise Software,Bandwidth,https://job-boards.greenhouse.io/bandwidth,greenhouse,ready_now,Not a direct Greenhouse board URL. Keep out of company_config.csv until a working Greenhouse board slug is confirmed.
Technology & Enterprise Software,Cisco Systems,https://careers.cisco.com/global/en/search-results,unknown,manual_only,raw ATS: Custom / Avature; count for future connector decision
Technology & Enterprise Software,Citrix / Cloud Software Group,https://careers.cloud.com/jobs/search?query=,unknown,manual_only,can test for company_config.csv
Technology & Enterprise Software,Epic Games,https://www.epicgames.com/site/careers/jobs,unknown,manual_only,Not a direct Greenhouse board URL. Keep out of company_config.csv until a working Greenhouse board slug is confirmed.
Technology & Enterprise Software,Genesys,https://genesys.wd1.myworkdayjobs.com/Genesys,workday,ready_now,can test for company_config.csv
Technology & Enterprise Software,Google,https://www.google.com/about/careers/applications/jobs/results,unknown,manual_only,manual tracking or later custom handling
Technology & Enterprise Software,IBM,https://www.ibm.com/careers/search,unknown,manual_only,count for future connector decision
Technology & Enterprise Software,IQVIA,https://jobs.iqvia.com/en/jobs,unknown,manual_only,can test for company_config.csv
Technology & Enterprise Software,Lenovo,https://jobs.lenovo.com/en_US/careers/SearchJobs/?listFilterMode=1&jobRecordsPerPage=10&,unknown,manual_only,count for future connector decision
Technology & Enterprise Software,NetApp,https://careers.netapp.com/search-jobs,unknown,manual_only,count for future connector decision
Technology & Enterprise Software,Oracle,https://careers.oracle.com/en/sites/jobsearch/jobs,unknown,manual_only,raw ATS: Taleo / Oracle Cloud; count for future connector decision
Technology & Enterprise Software,Pendo,https://job-boards.greenhouse.io/pendo,greenhouse,ready_now,Not a direct Greenhouse board URL. Keep out of company_config.csv until a working Greenhouse board slug is confirmed.
Technology & Enterprise Software,Red Hat,https://redhat.wd5.myworkdayjobs.com/jobs/,workday,ready_now,can test for company_config.csv
Technology & Enterprise Software,SAS Institute,https://globalcareers-sas.icims.com/jobs/intro?hashed=-435680032&mobile=false&width=1180&height=500&bga=true&needsRedirect=false&jan1offset=-300&jun1offset=-240,icims,future_connector,iCIMS; count for future connector decision.
Technology & Enterprise Software,Toshiba Global Commerce Solutions,https://toshibausa.rec.pro.ukg.net/TOS1004TSHB/JobBoard/a0ac2fa0-9040-406f-913a-2bfefe11c1a6/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,ukg,future_connector,count for future connector decision
Technology & Enterprise Software,Wolfspeed,https://cree.wd108.myworkdayjobs.com/EXT,workday,ready_now,can test for company_config.csv
Utilities & Energy,Aqua America / Essential Utilities,https://aquaamerica.wd5.myworkdayjobs.com/Essential_Careers,workday,ready_now,can test for company_config.csv
Utilities & Energy,Dominion Energy,https://careers.dominionenergy.com/search/?createNewAlert=false&q=,unknown,manual_only,count for future connector decision
Utilities & Energy,Edgecombe-Martin County EMC,https://www.ememc.com/careers,unknown,manual_only,raw ATS: Custom / Email; manual tracking or later custom handling
Utilities & Energy,ElectriCities of NC,https://www.electricities.com/careers/,unknown,manual_only,raw ATS: Custom / ADP; count for future connector decision
Utilities & Energy,Harnett Regional Water,https://www.governmentjobs.com/jobs?keyword=&location=,neogov,future_connector,count for future connector decision
Utilities & Energy,Johnston County Public Utilities,https://www.governmentjobs.com/jobs?keyword=&location=,neogov,future_connector,count for future connector decision
Utilities & Energy,NCEMC (North Carolina Electric Membership Corporation),https://recruiting.ultipro.com/NCE1000NCEM/JobBoard/43e4a9c7-9321-42e7-8795-035a140772d9/?q=&o=postedDateDesc,ultipro,future_connector,raw ATS: Custom / ADP; count for future connector decision
Utilities & Energy,Raleigh Water,https://www.governmentjobs.com/jobs?keyword=&location=,neogov,future_connector,count for future connector decision
Utilities & Energy,Raleigh-Durham Airport Authority,https://www.rdu.com/careers/tenant-partners/,unknown,manual_only,count for future connector decision
Utilities & Energy,Tri-County EMC,https://recruiting.ultipro.com/NCE1000NCEM/JobBoard/43e4a9c7-9321-42e7-8795-035a140772d9/?q=&o=postedDateDesc,ultipro,future_connector,raw ATS: Custom / Email; manual tracking or later custom handling
Utilities & Energy,Wake Electric,https://wemc.com/careers/,unknown,manual_only,raw ATS: Custom / Email; manual tracking or later custom handling
Utilities & Energy,Wilson Energy,https://www.governmentjobs.com/jobs?keyword=&location=,neogov,future_connector,count for future connector decision
